,Index,company,company_location,review_date,Bean_Country,Bean_Province,cocoa_percent,rating,num_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,alternative_sweetener,first_taste,second_taste,third_taste,fourth_taste
190,190,Bar Au Chocolat,U.S.A,2015,Brazil,Bahia,70.0,3.5,2,No,No,No,No,Yes,No,intense,smokey,dried fruit,
191,191,Bar Au Chocolat,U.S.A,2017,Costa rica,"Turrialba, Cartago P.",72.0,3.5,2,No,No,No,No,Yes,No,slightly dry,cocoa,berry,
192,192,Bar Au Chocolat,U.S.A,2017,Trinidad,Montserrat Hills,80.0,3.5,2,No,No,No,No,Yes,No,intense,tangy,alcohol,
193,193,Baravelli's,Wales,2012,Costa rica,single estate,80.0,2.75,4,Yes,Yes,No,No,Yes,No,gritty,floral,vanilla,
194,194,Batch,U.S.A,2016,Brazil,Brazil,70.0,3.75,3,Yes,No,No,No,Yes,No,strawberry,candy flavor,,
195,195,Batch,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 3",65.0,3.5,3,Yes,No,No,No,Yes,No,creamy,sweet,fudgey,
196,196,Batch,U.S.A,2016,Ecuador,Ecuador,65.0,3.25,3,Yes,No,No,No,Yes,No,sandy,floral,sweet,
197,197,Bean,U.k.,2019,Peru,Peru,70.0,2.25,4,Yes,Yes,No,No,Yes,No,strong vanilla,off notes,,
198,198,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72.0,3.25,3,Yes,No,No,No,Yes,No,smokey,woody,tobacco,
199,199,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73.0,3.0,3,Yes,No,No,No,Yes,No,caramel,spice,earthy,
200,200,Beehive,U.S.A,2016,Brazil,"Brazil, Batch 20316",80.0,2.75,3,Yes,No,No,No,Yes,No,intense,bitter,dry,
201,201,Beehive,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 31616",70.0,2.75,3,Yes,No,No,No,Yes,No,sandy,sweet,molasses,
202,202,Beehive,U.S.A,2016,Ecuador,"Ecuador, Batch 31516",70.0,2.75,3,Yes,No,No,No,Yes,No,intense,floral,black pepper,
203,203,Beehive,U.S.A,2016,Ecuador,Ecuador,90.0,2.75,3,Yes,No,No,No,Yes,No,intense floral,bitter,earthy,
204,204,Belcolade,Belgium,2010,Ecuador,Ecuador,71.0,3.5,4,Yes,No,Yes,No,Yes,No,dry,cinamon,nutmeg,
205,205,Belcolade,Belgium,2010,Costa rica,Costa Rica,64.0,2.75,4,Yes,No,Yes,No,Yes,No,pastey,nutty,,
206,206,Belcolade,Belgium,2010,Papua new guinea,Papua New Guinea,64.0,2.75,4,Yes,No,Yes,No,Yes,No,intense,smokey,,
207,207,Belcolade,Belgium,2010,Peru,Peru,64.0,2.75,4,Yes,No,Yes,No,Yes,No,sticky,moss,nuts,
208,208,Bellflower,U.S.A,2016,Tanzania,"Kokao Kamili, Kilombero Valley",70.0,3.5,3,Yes,No,No,No,Yes,No,sticky,delicate,melon,
209,209,Bellflower,U.S.A,2016,Dominican republic,"Oko Caribe, Duarte P.",70.0,3.5,2,No,No,No,No,Yes,No,caramel,mild dried fruit,,
210,210,Bellflower,U.S.A,2016,Bolivia,"Alto Beni, Palos Blanco",70.0,3.25,3,Yes,No,No,No,Yes,No,oily,complex,pungent,
211,211,Belvie,Vietnam,2018,Vietnam,Lam Dong,75.0,3.25,3,Yes,No,No,No,Yes,No,high acidity,nutty,roasty,
212,212,Belyzium,Germany,2016,Belize,Belize south,83.0,3.5,3,Yes,No,No,No,Yes,No,balanced,complex,berry,
213,213,Belyzium,Germany,2016,Belize,Belize south,78.0,3.0,3,Yes,No,No,No,Yes,No,sweet,nibby,green,
214,214,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",83.0,2.75,3,Yes,No,No,No,Yes,No,unbalanced,tangy,pungent,
215,215,Benns,Singapore,2018,Vietnam,Vung Tau,72.0,3.0,4,Yes,No,Yes,No,Yes,No,gummy,roasty,fatty,
216,216,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",72.0,3.0,4,Yes,No,Yes,No,Yes,No,gummy,fatty,sour,
217,217,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",72.0,3.0,4,Yes,No,Yes,No,Yes,No,off aroma,smokey,off note,
218,218,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72.0,4.0,3,Yes,No,No,No,Yes,No,smokey,raspberries,cocoa,
219,219,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72.0,3.75,3,Yes,No,No,No,Yes,No,intense,red berry,strawberry,
220,220,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73.0,4.0,3,Yes,No,No,No,Yes,No,cinamon and nutmeg,,,
221,221,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74.0,3.5,3,Yes,No,No,No,Yes,No,tobacco,dairy,sour,
222,222,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74.0,3.5,3,Yes,No,No,No,Yes,No,mocha,intense,sweet,
223,223,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74.0,3.5,3,Yes,No,No,No,Yes,No,nutty,roasty,dairy,
224,224,Bernachon,France,2012,Blend,Nature,55.0,2.75,5,Yes,Yes,Yes,No,Yes,No,sweet,vanilla,cocoa,
225,225,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64.0,3.5,3,Yes,No,No,No,Yes,No,ham-like,smokey,banana,
226,226,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72.0,3.5,3,Yes,No,No,No,Yes,No,dark cocoa,spicy pepper,,
227,227,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,macadamia,pepper,
228,228,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74.0,3.25,3,Yes,No,No,No,Yes,No,nutty,light toffee,mild musty,
229,229,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72.0,4.0,3,Yes,No,No,No,Yes,No,creamy,nutty,cocoa,
230,230,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72.0,3.5,3,Yes,No,No,No,Yes,No,creamy,banana,rich,
231,231,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64.0,3.0,3,Yes,No,No,No,Yes,No,chunky,nutty,banana,
232,232,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88.0,3.0,3,Yes,No,No,No,Yes,No,bitter then nutty rustic,earthy,,
233,233,Bisou,U.S.A,2015,Belize,Belize,86.0,3.25,4,Yes,Yes,No,No,Yes,No,mild bitter,diluted,vanilla,
234,234,Bisou,U.S.A,2015,Nicaragua,"Nicaragua, American style",76.0,2.5,2,No,No,No,No,Yes,No,bitter,molasses,flour,
235,235,Bisou,U.S.A,2015,Costa rica,"San Andres, American style",76.0,2.5,2,No,No,No,No,Yes,No,molasses,metallic,earthy,
236,236,Bisou,U.S.A,2015,Costa rica,"San Andres, silk",78.0,2.5,4,Yes,Yes,No,No,Yes,No,sour,tart,molasses,
237,237,Bitacora,Venezuela,2018,Venezuela,Aragua,70.0,3.5,4,Yes,No,Yes,No,Yes,No,smooth texture,earthy,nutty,
238,238,Bitacora,Venezuela,2018,Venezuela,Merida,70.0,3.0,4,Yes,No,Yes,No,Yes,No,gritty,spicy,earthy,
239,239,Bitacora,Venezuela,2018,Venezuela,Carabobo,70.0,3.0,4,Yes,No,Yes,No,Yes,No,fatty,bland,nutty,
240,240,Bittersweet Origins,U.S.A,2008,Dominican republic,Puerto Plata,68.0,3.75,2,No,No,No,No,Yes,No,nutty,astringent,,
241,241,Bittersweet Origins,U.S.A,2008,Panama,Bocas del Toro,75.0,3.5,2,No,No,No,No,Yes,No,intense,rum,tea,
242,242,Bittersweet Origins,U.S.A,2008,Madagascar,Sambirano,71.0,3.0,2,No,No,No,No,Yes,No,rich cocoa,red berry,sour,
243,243,Bittersweet Origins,U.S.A,2008,Ghana,Ankasa,70.0,3.0,2,No,No,No,No,Yes,No,nutmeg,sour,,
244,244,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,65.0,3.5,2,No,No,No,No,Yes,No,intense marshmallow,cocoa,,
245,245,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,65.0,3.5,2,No,No,No,No,Yes,No,chocolate covered cherries,,,
246,246,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,75.0,3.25,2,No,No,No,No,Yes,No,rustic,red berry,woody,
247,247,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,75.0,3.0,2,No,No,No,No,Yes,No,chalky,strong,harsh smoke,
248,248,Bittersweet Origins,U.S.A,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70.0,3.75,2,No,No,No,No,Yes,No,robust,cocoa,fruity,
249,249,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",75.0,3.25,2,No,No,No,No,Yes,No,dry,cardamom,medicinal,
250,250,Bittersweet Origins,U.S.A,2010,Madagascar,"Sambirano, 2009",70.0,3.0,2,No,No,No,No,Yes,No,red berry,strong wine,sour,
251,251,Bittersweet Origins,U.S.A,2010,Venezuela,"Ocumare, prototype",78.0,3.0,2,No,No,No,No,Yes,No,nutty,mild bitter,,
252,252,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",65.0,2.75,2,No,No,No,No,Yes,No,pastey,off spicey,nutty,
253,253,Bittersweet Origins,U.S.A,2012,Ghana,Ghana,72.0,3.5,3,Yes,No,No,No,Yes,No,roasted nuts,rich,roasty,
254,254,Bixby,U.S.A,2018,Dominican republic,Dominican Republic,70.0,3.25,2,No,No,No,No,Yes,No,sweet,sour milk,,
255,255,Bixby,U.S.A,2018,Haiti,Haiti,70.0,3.0,2,No,No,No,No,Yes,No,floral,molasses,chemical,
256,256,Bixby,U.S.A,2018,Guatemala,Guatemala,70.0,3.0,2,No,No,No,No,Yes,No,molasses,earthy,spicy,
257,257,Bixby,U.S.A,2019,Belize,Belize,70.0,2.75,2,No,No,No,No,Yes,No,off,rubbery,burnt molasses,
258,258,Black Mountain,U.S.A,2008,Nicaragua,Matiguas,70.0,3.0,3,Yes,No,No,No,Yes,No,rich,leather,woodsy,
259,259,Black Mountain,U.S.A,2008,Dominican republic,La Red,70.0,2.75,3,Yes,No,No,No,Yes,No,unrefined,fruity,,
260,260,Black Mountain,U.S.A,2008,Venezuela,Carenero Superior,70.0,2.75,3,Yes,No,No,No,Yes,No,sweet grass,muted spice,,
261,261,Black River (A. Morin),U.k.,2014,Jamaica,Blue Mountain Region,70.0,2.75,4,Yes,No,Yes,No,Yes,No,fatty,nutty,,
262,262,Blanxart,Spain,2009,Blend,Organic Dark,72.0,2.75,4,Yes,Yes,No,No,Yes,No,oily,flat,woody,sour
263,263,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82.0,3.5,4,Yes,Yes,No,No,Yes,No,complex,fruity,mild bitter,
264,264,Blue Bandana,U.S.A,2012,Madagascar,Madagascar,70.0,3.75,3,Yes,No,No,No,Yes,No,gritty,tart red berry,powerful,
265,265,Blue Bandana,U.S.A,2012,Guatemala,Guatemala,70.0,3.5,3,Yes,No,No,No,Yes,No,chewy,complex,black pepper,
266,266,Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82.0,3.5,2,No,No,No,No,Yes,No,sandy,tart,sour,sweet
267,267,Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75.0,3.5,2,No,No,No,No,Yes,No,bready,melon,,
268,268,Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75.0,3.0,2,No,No,No,No,Yes,No,astringent,sour,coffee,
269,269,Blue Bandana,U.S.A,2016,Guatemala,Lachua,75.0,2.75,2,No,No,No,No,Yes,No,roasty,coffee,earthy,
270,270,Boho,U.S.A,2017,Belize,Maya Mtn,70.0,2.75,3,Yes,No,No,No,Yes,No,pungent off flavor,,,
271,271,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74.0,3.25,2,No,No,No,No,Yes,No,grassy,savory,sour,
272,272,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72.0,2.75,2,No,No,No,No,Yes,No,sweet,fruit,chemical off note,
273,273,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68.0,2.5,2,No,No,No,No,Yes,No,sweet,dirty,off notes,
274,274,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75.0,4.0,3,Yes,No,No,No,Yes,No,creamy,fatty,floral,
275,275,Bonnat,France,2006,Venezuela,Chuao,75.0,4.0,3,Yes,No,No,No,Yes,No,creamy,coconut,tang,
276,276,Bonnat,France,2006,Blend,"Carribean, Trinite",75.0,3.75,3,Yes,No,No,No,Yes,No,spice,woodsy,long lasting,
277,277,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75.0,3.75,3,Yes,No,No,No,Yes,No,sandy,creamy,berry,
278,278,Bonnat,France,2006,Madagascar,Madagascar,75.0,3.75,3,Yes,No,No,No,Yes,No,mellow,tart,coffee,
279,279,Bonnat,France,2006,Sri lanka,Ceylan,75.0,3.0,3,Yes,No,No,No,Yes,No,vegetal,dominant tobacco,,
280,280,Bonnat,France,2007,Ecuador,Equateur,75.0,2.5,3,Yes,No,No,No,Yes,No,dry,floral,bitter,
281,281,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75.0,4.0,3,Yes,No,No,No,Yes,No,creamy,strawberry,nutty,
282,282,Bonnat,France,2009,Ivory coast,Ivory Coast,75.0,3.0,3,Yes,No,No,No,Yes,No,oily,intense cocoa,sl. Burnt,
283,283,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75.0,3.0,3,Yes,No,No,No,Yes,No,mild bitter,nut,possible mold,
284,284,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75.0,3.0,3,Yes,No,No,No,Yes,No,fatty,roasty,earthy,
285,285,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75.0,2.75,3,Yes,No,No,No,Yes,No,flat,bread,earthy,
286,286,Bonnat,France,2011,Haiti,Haiti,75.0,4.0,3,Yes,No,No,No,Yes,No,grassy,black pepper,,
287,287,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75.0,4.0,3,Yes,No,No,No,Yes,No,fatty,spicy,gentle roast,
288,288,Bonnat,France,2011,Brazil,Libanio,75.0,3.75,3,Yes,No,No,No,Yes,No,chunky,very grassy,mild mint,
289,289,Bonnat,France,2011,Cuba,Cuba,75.0,3.5,3,Yes,No,No,No,Yes,No,fatty,raisin,grape,
290,290,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75.0,3.5,3,Yes,No,No,No,Yes,No,roasty,woody,mint,
291,291,Bonnat,France,2011,Peru,Piura Blanco,75.0,3.5,3,Yes,No,No,No,Yes,No,creamy,cocoa,smokey,
292,292,Bonnat,France,2011,Brazil,Juliana,75.0,3.5,3,Yes,No,No,No,Yes,No,oily,fatty,rich,nutty
293,293,Bonnat,France,2011,Jamaica,Jamaique,75.0,3.25,3,Yes,No,No,No,Yes,No,oily,creamy,woody,
294,294,Bonnat,France,2013,Brazil,Maragnam,75.0,3.5,3,Yes,No,No,No,Yes,No,oily,roasted nuts,rich cocoa,
295,295,Bonnat,France,2013,Gabon,Gabon,75.0,3.25,3,Yes,No,No,No,Yes,No,fatty,roasty,black pepper,
296,296,Bonnat,France,2014,Brazil,Kaori,75.0,4.0,3,Yes,No,No,No,Yes,No,creamy,homey,nutty,
297,297,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65.0,3.75,3,Yes,No,No,No,Yes,No,complex,brownie,mint,spice
298,298,Bonnat,France,2014,Dominican republic,"Los Colorados, Santo Domingo, Equateur",75.0,3.25,3,Yes,No,No,No,Yes,No,roasty,tobacco,earthy,
299,299,Bonnat,France,2016,Mexico,Selva Maya,75.0,3.5,3,Yes,No,No,No,Yes,No,heavy roast,fatty,gateway,
300,300,Bonnat,France,2018,Peru,Madre de Dios,75.0,4.0,3,Yes,No,No,No,Yes,No,oily,subtle,mild coffee,
301,301,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75.0,4.0,3,Yes,No,No,No,Yes,No,creamy,rich,complex,
302,302,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77.0,3.25,2,No,No,No,No,Yes,No,sticky,lavendar,molasses,
303,303,Box Chocolate,U.S.A,2018,Dominican republic,Zorzal,72.0,3.25,3,Yes,No,No,No,Yes,No,spicy,banana,,
304,304,Brasstown,U.S.A,2018,Peru,Ucayali,70.0,3.75,3,Yes,No,No,No,Yes,No,sweet,rich mocha,acidic,
305,305,Brasstown,U.S.A,2018,Ecuador,Esmeraldas,75.0,3.5,3,Yes,No,No,No,Yes,No,balanced,floral,honey,
306,306,Brasstown aka It's Chocolate,U.S.A,2013,Ghana,"Ghana, batch 021813",75.0,3.5,5,Yes,Yes,Yes,No,Yes,No,fatty,brownie,nutty,
307,307,Brasstown aka It's Chocolate,U.S.A,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85.0,3.5,5,Yes,Yes,Yes,No,Yes,No,intense,cooked banana,,
308,308,Brasstown aka It's Chocolate,U.S.A,2013,Ecuador,"Camino Verde, Guayas",70.0,3.25,5,Yes,Yes,Yes,No,Yes,No,intense,alocohol,floral,
309,309,Brasstown aka It's Chocolate,U.S.A,2013,Dominican republic,Cooproagro,72.0,3.0,5,Yes,Yes,Yes,No,Yes,No,oily,vanilla,caramel,dairy
310,310,Brasstown aka It's Chocolate,U.S.A,2014,Venezuela,Chuao,70.0,4.0,3,Yes,No,No,No,Yes,No,intense,raisins,roasty,
311,311,Brasstown aka It's Chocolate,U.S.A,2014,Belize,Maya Mountain,70.0,3.75,3,Yes,No,No,No,Yes,No,intense,cocoa,complex,
312,312,Brasstown aka It's Chocolate,U.S.A,2015,Dominican republic,"Conacado, batch 001515",68.0,3.75,3,Yes,No,No,No,Yes,No,complex,brownie,lime,rich
313,313,Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70.0,3.75,3,Yes,No,No,No,Yes,No,simple,rich cocoa,,
314,314,Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70.0,3.5,3,Yes,No,No,No,Yes,No,nutty,slight hammy,rich,
315,315,Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75.0,3.75,3,Yes,No,No,No,Yes,No,sandy,floral,honey,
316,316,Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70.0,3.25,3,Yes,No,No,No,Yes,No,earthy,cherries,,
317,317,Brasstown aka It's Chocolate,U.S.A,2018,Bolivia,"Wild Bolivia, Sucre",70.0,4.0,3,Yes,No,No,No,Yes,No,nuts,fruit,,
318,318,Brazen,U.S.A,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70.0,3.5,2,No,No,No,No,Yes,No,tart,tea,leather,sour
319,319,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,80.0,3.25,3,Yes,No,No,No,Yes,No,bitter,dark berry,fatty,
320,320,Brazen,U.S.A,2015,Belize,Maya Mountain,80.0,3.25,3,Yes,No,No,No,Yes,No,mild smoke,raisins,coffee,
321,321,Brazen,U.S.A,2015,Madagascar,Ambolikapkly P.,60.0,3.25,3,Yes,No,No,No,Yes,No,citrus,sweet,cocoa,
322,322,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,60.0,3.0,3,Yes,No,No,No,Yes,No,roasty,sweet,brownie,
323,323,Brazen,U.S.A,2015,Madagascar,Ambolikapiky P.,80.0,2.75,3,Yes,No,No,No,Yes,No,bitter,tart,acidic,
324,324,Breeze Mill,U.S.A,2013,Jamaica,Jamaica,70.0,3.0,4,Yes,Yes,No,No,Yes,No,chalky,sandy,tart,bland
325,325,Bright,Australia,2014,Dominican republic,Marabel Farms,70.0,3.5,3,Yes,No,No,No,Yes,No,spicy,black pepper,banana,
326,326,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72.0,3.5,3,Yes,No,No,No,Yes,No,floral,banana,,
327,327,Bright,Australia,2014,Madagascar,Somia Plantation,72.0,3.0,3,Yes,No,No,No,Yes,No,sweet,mild molasses,bland,
328,328,Bright,Australia,2014,Trinidad,Gran Couva,68.0,2.75,3,Yes,No,No,No,Yes,No,fatty,sweet,metallic,
329,329,Britarev,Russia,2015,Ecuador,Ecuador,70.0,3.25,2,No,No,No,No,Yes,No,powdery,floral,molasses,
330,330,Bronx Grrl Chocolate,U.S.A,2013,Dominican republic,Dominican Republic,68.0,2.75,3,Yes,No,No,No,Yes,No,gritty,sweet,brownie,
331,331,Bullion,U.k.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70.0,3.0,3,Yes,No,No,No,Yes,No,roasty and under refined,,,
332,332,Bullion,U.k.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70.0,2.5,3,Yes,No,No,No,Yes,No,dirt,earthy,floral,
333,333,Burnt Fork Bend,U.S.A,2014,Ecuador,"Mindo, batch 01040914",72.0,3.5,3,Yes,No,No,No,Yes,No,floral,mild citrus,orange,
334,334,Burnt Fork Bend,U.S.A,2014,Trinidad,"Trinidad, batch 05050114",72.0,3.25,3,Yes,No,No,No,Yes,No,high roast,coffee,spicy,
335,335,Burnt Fork Bend,U.S.A,2014,Belize,Belize,72.0,3.25,3,Yes,No,No,No,Yes,No,roasty,fruit,mild metallic,
336,336,Burnt Fork Bend,U.S.A,2014,Blend,Blend,72.0,3.25,3,Yes,No,No,No,Yes,No,coffee,high roast,spicy,
337,337,Burnt Fork Bend,U.S.A,2014,Ecuador,"Ecuador, Bob Bar",60.0,2.5,3,Yes,No,No,No,Yes,No,sweet,sour dairy,,
338,338,By Cacao,South korea,2019,Ecuador,Ecuador,70.0,3.0,2,No,No,No,No,Yes,No,smokey,sour,,
339,339,Cacai Cacao,Taiwan,2019,Philippines,Davao,70.0,3.5,2,No,No,No,No,No,Yes,base cocoa w/ palm notes,,,
340,340,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70.0,3.25,2,No,No,No,No,No,Yes,molasses,sour notes,,
341,341,Cacao 70,Canada,2019,Bolivia,Beniano,70.0,3.75,4,Yes,No,Yes,No,Yes,No,subtle but refreshing,,,
342,342,Cacao 70,Canada,2019,Guatemala,Asochivite,70.0,3.5,4,Yes,No,Yes,No,Yes,No,vegetal,unique,,
343,343,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70.0,3.0,4,Yes,No,Yes,No,Yes,No,off pungent,grassy,melon,
344,344,Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70.0,2.5,2,No,No,No,No,Yes,No,dirt,floral,sweet,
345,345,Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic w/ nibs,75.0,2.75,2,No,No,No,No,Yes,No,creamy,burnt wood,,
346,346,Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75.0,2.5,2,No,No,No,No,Yes,No,oily,buttery,intense,
347,347,Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75.0,2.25,2,No,No,No,No,Yes,No,over roasted,bitter,nutty,
348,348,Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75.0,2.5,2,No,No,No,No,Yes,No,roasty,almost burnt,intense,
349,349,Cacao Barry,France,2007,Mexico,Mexico,66.0,3.0,5,Yes,Yes,Yes,No,Yes,No,creamy,woody,cocoa,
350,350,Cacao Barry,France,2007,Venezuela,Venezuela,72.0,2.0,5,Yes,Yes,Yes,No,Yes,No,sandy,dairy,cocoa,
351,351,Cacao Barry,France,2008,Tanzania,Tanzania,75.0,2.0,5,Yes,Yes,Yes,No,Yes,No,dry,flat flavor,astringent,
352,352,Cacao Barry,France,2010,Dominican republic,Santo Domingo,70.0,3.0,5,Yes,Yes,Yes,No,Yes,No,spice,fruit medley,roasty,
353,353,Cacao Barry,France,2016,Haiti,Grand 'Anse,65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,gritty,sweet,citrus,
354,354,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72.0,3.75,2,No,No,No,No,Yes,No,light color,creamy,hazelnut,
355,355,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72.0,3.0,2,No,No,No,No,Yes,No,light color,dirty,astringent,
356,356,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72.0,2.5,2,No,No,No,No,Yes,No,light color,dirty,musty,
357,357,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70.0,3.75,2,No,No,No,No,Yes,No,fruity,nutty,brownie,
358,358,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75.0,3.5,2,No,No,No,No,Yes,No,bright fruit,strawberry,,
359,359,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74.0,3.25,2,No,No,No,No,Yes,No,nutty,intense,leathery,
360,360,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75.0,2.5,2,No,No,No,No,Yes,No,intense,earthy,fuel,
361,361,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77.0,3.5,2,No,No,No,No,Yes,No,assertive,fruity,acidic,
362,362,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74.0,3.25,2,No,No,No,No,Yes,No,intense,black licorice,nutty,
363,363,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75.0,3.25,2,No,No,No,No,Yes,No,spicy,nutty,ends sour,
364,364,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75.0,2.75,2,No,No,No,No,Yes,No,sandy,chalky,earthy,
365,365,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70.0,3.0,2,No,No,No,No,Yes,No,raspberry,dirty,sour,
366,366,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75.0,2.5,2,No,No,No,No,Yes,No,high astringent,sandy,grass,
367,367,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64.0,3.5,4,Yes,No,Yes,No,Yes,No,intense,marshmallow,fruit,
368,368,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70.0,3.5,4,Yes,No,Yes,No,Yes,No,earthy,woody,smoke,
369,369,Cacao Hunters,Colombia,2014,Colombia,Arauca,70.0,3.25,4,Yes,No,Yes,No,Yes,No,intense,spice,,
370,370,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69.0,2.75,4,Yes,No,Yes,No,Yes,No,green,vegetal,soil,fuel
371,371,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72.0,3.75,3,Yes,No,No,No,Yes,No,rich,nutty,acidic,
372,372,Cacao Hunters,Colombia,2016,Colombia,Macondo,71.0,3.75,3,Yes,No,No,No,Yes,No,distinct,short,dried fruit,
373,373,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74.0,3.75,3,Yes,No,No,No,Yes,No,mild cocoa,astringent,,
374,374,Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70.0,3.5,4,Yes,No,Yes,No,Yes,No,deep cocoa,fatty,dairy,
